name,city,rating,num_of_reviews,category
Anna's Mexican Grill,Reno,3.6,504,['Mexican restaurant']
Las Trojes Mexican Restaurant,Sparks,2.3,111,['Mexican restaurant']
Tacos Tijuana,Reno,1.7,97,['Mexican restaurant']
La Tapatia Bakery,Santa Barbara,3.1,56,['Mexican restaurant']
Macho Tequila's,Sparks,3.9,504,['Mexican restaurant']
Taco Bell,Sun Valley,0.3,38,['Mexican restaurant']
Los Amigos,Reno,2.8,8,['Mexican restaurant']
Chipotle Mexican Grill,Reno,1.2,82,['Mexican restaurant']
Jimboy's Tacos,Reno,1.7,8,['Mexican restaurant']
Tres Amigos Carniceria,Sparks,1.6,8,"['Latin American restaurant', 'Mexican restaurant']"
Roberto’s Taco Shop,Sparks,2.1,21,['Mexican restaurant']
Lilly's Tacos,Goleta,3.4,527,['Mexican restaurant']
Los Arroyos Mexican Restaurant & Take Out,Santa Barbara,3.1,455,['Mexican restaurant']
Carlitos Calle Tacos,Reno,2.3,15,['Mexican restaurant']
Tacos Jalisco Mariscos & Cantina,Reno,3.4,9,['Mexican restaurant']
Big Joe's Tacos,Santa Barbara,3.8,36,['Mexican restaurant']
El Original Tacos Tijuana,Sparks,2.8,225,['Mexican restaurant']
La Fuente Mexican Restaurant,Sparks,3.4,206,['Mexican restaurant']
Rudys,Carpinteria,1.6,131,['Mexican restaurant']
Jack in the Box,Sparks,1.0,57,['Mexican restaurant']
Santa Barbara Chicken Ranch,Goleta,2.5,131,['Mexican restaurant']
Super Burrito,Sparks,2.1,125,['Mexican restaurant']
The Good Plow,Carpinteria,3.7,20,['Mexican restaurant']
Los Agaves,Goleta,3.2,474,['Mexican restaurant']
La Favorita,Reno,3.8,27,['Mexican restaurant']
El Sitio,Goleta,3.0,59,['Mexican restaurant']
Blue Corn Tacos Catering,Santa Barbara,4.7,11,['Mexican restaurant']
La Fonda Mexican Restaurant & Bar,Reno,3.1,138,['Mexican restaurant']
Las Trojes Express,Reno,1.4,6,['Mexican restaurant']
El Pastorcito,Santa Barbara,3.6,5,['Mexican restaurant']
Taco Bell,Santa Barbara,2.0,32,['Mexican restaurant']
Nevada's Best Taco Fest,Reno,1.9,7,['Mexican restaurant']
Che Argentinian Empanadas,Carpinteria,4.3,18,"['Latin American restaurant', 'Argentinian restaurant']"
Carniceria Dos Amigos,Reno,3.6,7,['Mexican restaurant']
Our Lady of Guadalupe Mercado,Santa Barbara,4.2,8,['Mexican restaurant']
B Street Cafe,Sparks,3.5,5,['Latin American restaurant']
Mariscos El BarCo,Sparks,2.6,95,['Mexican restaurant']
El Pollo Loco,Reno,1.4,75,['Mexican restaurant']
Taqueria El Buen Gusto,Santa Barbara,3.4,88,['Mexican restaurant']
Nook,Santa Barbara,3.5,214,['Mexican restaurant']
Freebirds,Isla Vista,2.9,1296,['Mexican restaurant']
Casa Grande Mexican Restaurant & Cantina,Reno,3.4,110,['Mexican restaurant']
Taco Bell,Reno,0.7,83,['Mexican restaurant']
Chepos Tacos,Reno,3.6,8,['Mexican restaurant']
La Posada,Reno,2.2,5,['Mexican restaurant']
Jimboy's Tacos,Reno,2.1,99,['Mexican restaurant']
La Raza Hot Dogs,Reno,4.3,22,['Mexican restaurant']
LOCO ONO,Reno,4.0,108,['Mexican restaurant']
Beto's Mexican Food,Reno,2.7,388,['Mexican restaurant']
Panaderia Azteca Mexico,Sparks,2.9,33,['Mexican restaurant']
Rivas Mexican Grill,Sparks,2.4,65,['Mexican restaurant']
Burger Express,Santa Barbara,3.0,9,['Mexican restaurant']
Paisan's Old World Deli & Catering,Reno,3.8,213,['Mexican restaurant']
Carniceria La Chiquita Meat Market & Deli,Reno,3.5,81,['Mexican restaurant']
Miguel's Mexican Food,Reno,3.2,510,['Mexican restaurant']
Chamaco's Gourmet,Reno,3.1,6,['Mexican restaurant']
Taco Bell,Reno,0.1,69,['Mexican restaurant']
Anna's Taqueria,Reno,3.9,208,['Mexican restaurant']
Cantina Los Tres Hombres,Sparks,2.3,292,['Mexican restaurant']
Shoreline Beach Cafe,Santa Barbara,3.0,545,['Mexican restaurant']
El Amigo Market,Reno,3.4,22,['Mexican restaurant']
Carniceria Samber,Sparks,3.3,35,['Mexican restaurant']
Cal Taco,Goleta,2.7,199,['Mexican restaurant']
Tacos Don Roge,Carpinteria,2.8,176,['Mexican restaurant']
Mayo's Carniceria & Tacos,Santa Barbara,2.4,35,['Mexican restaurant']
Redwood Rotisserie + Grill,Reno,3.7,492,['Mexican restaurant']
El Pulgarcito,Sparks,3.7,74,"['Mexican restaurant', 'Salvadoran restaurant', 'Latin American restaurant']"
El Rincon Alteno,Santa Barbara,3.9,13,['Mexican restaurant']
Pink Taco Truck,Sparks,2.8,8,['Mexican restaurant']
Speedy Burritos,Reno,3.7,198,['Mexican restaurant']
Yona Redz,Santa Barbara,3.4,126,"['Latin American restaurant', 'Mexican restaurant']"
Carniceria Mendoza,Sun Valley,4.1,45,['Mexican restaurant']
Pizza Plus,Sparks,1.2,123,['Mexican restaurant']
Jack in the Box,Goleta,-0.0,86,['Mexican restaurant']
Soho Sushi Burrito,Reno,3.5,28,['Mexican restaurant']
Viet Pho - Reno,Reno,2.4,153,['Mexican restaurant']
Taco Bell,Sparks,-0.0,88,['Mexican restaurant']
Sabrina's West Street Kitchen,Reno,4.2,579,['Mexican restaurant']
Taco Bell,Reno,0.5,81,['Mexican restaurant']
Lito's Take  Out,Santa Barbara,3.3,292,['Mexican restaurant']
Casa Don Roge,Carpinteria,3.4,35,['Mexican restaurant']
Lakeside Bar & Grill,Reno,3.2,119,['Mexican restaurant']
El Pollo Loco,Reno,1.7,90,['Mexican restaurant']
Altamiranos Restaurant,Goleta,3.3,129,['Mexican restaurant']
Costa Vida Fresh Mexican Grill,Reno,2.8,205,['Mexican restaurant']
Del Taco,Sparks,0.3,63,['Mexican restaurant']
Tacos los Campesinos,Reno,3.5,83,['Mexican restaurant']
Jack in the Box,Reno,0.2,52,['Mexican restaurant']
Tacos Pipeye,Santa Barbara,3.8,175,['Mexican restaurant']
Taqueria Nueva Vida,Reno,2.4,6,['Mexican restaurant']
Del Taco,Reno,0.7,60,['Mexican restaurant']
Super Cucas,Isla Vista,2.5,215,['Mexican restaurant']
Comederito Mexican Food Restaurant,Sparks,4.0,27,['Mexican restaurant']
El Rosal Tortilla Factory,Sparks,3.0,63,['Mexican restaurant']
QDOBA Mexican Eats,Reno,1.3,68,['Mexican restaurant']
Casa Grande Mexican Restaurant & Cantina,Reno,3.5,528,['Mexican restaurant']
Rudy's Mexican Restaurant,Santa Barbara,1.9,141,['Mexican restaurant']
Los Arroyos Mexican Restaurant & Take Out,Montecito,3.0,362,['Mexican restaurant']
El  Sitio,Santa  Barbara,3.1,147,['Mexican restaurant']
Roberto's Taco Shop,Reno,2.2,174,['Mexican restaurant']
Chipotle Mexican Grill,Reno,1.9,172,['Mexican restaurant']
Chipotle Mexican Grill,Goleta,0.7,186,['Mexican restaurant']
Fiesta Mexicana,Sparks,3.2,150,['Mexican restaurant']
Taco T,Reno,3.6,11,['Mexican restaurant']
El Rincon Restaurant,Sparks,3.5,43,"['Mexican restaurant', 'Salvadoran restaurant', 'Latin American restaurant']"
Tacos El Rey,Reno,2.8,162,['Mexican restaurant']
Rosales Mexican Restaurant,Santa Barbara,3.8,234,['Mexican restaurant']
Pollofino's,Goleta,3.1,128,['Mexican restaurant']
Churrasco Brazilian Steakhouse,Reno,4.0,424,"['Brazilian restaurant', 'Latin American restaurant']"
Chihuahua's Cantina & Grill,Reno,3.1,564,['Mexican restaurant']
Estella Tacos Y Mezcal,Reno,4.2,112,['Mexican restaurant']
Goleta Bakery,Goleta,3.1,26,['Mexican restaurant']
El Paisano,Sun Valley,1.3,14,"['Mexican restaurant', 'Latin American restaurant', 'Salvadoran restaurant']"
La Tapatia,Goleta,1.9,53,['Mexican restaurant']
Taco Bell,Goleta,1.3,33,['Mexican restaurant']
Jalapeno's Mexican Food,Sparks,3.5,232,['Mexican restaurant']
Carmelita's Taqueria,Reno,3.1,94,['Mexican restaurant']
Chema's Real Taco,Sparks,3.9,38,['Mexican restaurant']
Fuego Habanero,Reno,4.3,19,['Mexican restaurant']
Taco Bell,Goleta,1.4,45,['Mexican restaurant']
Santa Barbara Chicken Ranch,Santa Barbara,3.0,383,['Mexican restaurant']
Tacos La Bufa,Reno,1.7,6,['Mexican restaurant']
Oaxaca Fresh,Carpinteria,1.9,174,['Mexican restaurant']
Del Taco,Reno,1.3,75,['Mexican restaurant']
Corazon Cocina,Santa Barbara,3.9,839,"['Latin American restaurant', 'Mexican restaurant']"
Jack in the Box,Santa Barbara,0.0,53,['Mexican restaurant']
Dream Tacos & Cantina,Reno,4.2,34,['Mexican restaurant']
Our Bar,Reno,3.4,444,['Mexican restaurant']
The Kafana,Reno,2.8,19,['Mexican restaurant']
Disfruta,Goleta,4.0,10,['Mexican restaurant']
Plaza Maya Restaurant & Lounge,Reno,3.9,130,['Mexican restaurant']
El Adobe Cafe,Reno,3.0,294,['Mexican restaurant']
Jack in the Box,Santa Barbara,-0.0,43,['Mexican restaurant']
La Michoacana,Reno,2.4,207,['Mexican restaurant']
Jack in the Box,Reno,0.6,47,['Mexican restaurant']
Jack in the Box,Sparks,0.1,37,['Mexican restaurant']
Jack in the Box,Reno,0.9,44,['Mexican restaurant']
Los Arroyos Mexican Restaurant & Take Out,Goleta,2.9,88,['Mexican restaurant']
Mari Chuy's - Midtown,Reno,3.6,565,['Mexican restaurant']
Rose Cafe No 2,Santa Barbara,2.7,174,['Mexican restaurant']
Taco Bell,Spanish Springs,1.0,66,['Mexican restaurant']
Daniel's Bakery and Mexican Food,Santa Barbara,2.2,23,['Mexican restaurant']
Super Cuca's Taqueria,Santa Barbara,2.9,109,['Mexican restaurant']
Chili's,Reno,2.1,202,['Mexican restaurant']
AR Catering,Santa Barbara,3.2,5,['Mexican restaurant']
Fiesta Mexicana,Reno,2.7,157,['Mexican restaurant']
Super Taqueria,Reno,2.9,170,['Mexican restaurant']
The Natural Cafe,Santa Barbara,3.2,165,['Mexican restaurant']
El Pollo Loco,Reno,2.3,59,['Mexican restaurant']
King Reno Tacos,Sparks,3.3,16,['Mexican restaurant']
Panaderia Azteca,Reno,3.7,20,['Mexican restaurant']
El Paisano Taqueria y Pupuseria,Sparks,3.0,88,"['Latin American restaurant', 'Mexican restaurant', 'Salvadoran restaurant']"
La Hacienda Mexican Restaurant,Goleta,3.7,61,['Mexican restaurant']
Jalapeño's 2,Reno,3.7,80,['Mexican restaurant']
Taco Bell,Reno,0.6,60,['Mexican restaurant']
Mariscos Las Islitas,Reno,1.3,38,['Mexican restaurant']
Aguitas Bar & Grill Night Club,Sparks,3.8,23,['Mexican restaurant']
Nom Eats,Reno,3.9,92,['Mexican restaurant']
Baja Sharkeez,Santa Barbara,2.8,674,['Mexican restaurant']
El Gordo,Sparks,2.6,9,['Mexican restaurant']
QDOBA Mexican Eats,Reno,2.1,84,['Mexican restaurant']
The Natural Cafe,Santa Barbara,3.4,576,['Mexican restaurant']
Jimboy's Tacos,Sparks,1.9,57,['Mexican restaurant']
Mony's Mexican Food,Santa Barbara,3.9,784,['Mexican restaurant']
Jack in the Box,Verdi,0.1,38,['Mexican restaurant']
Tacos Jalisco,Reno,1.2,16,['Mexican restaurant']
Nevada Taco Grill,Sparks,3.1,30,['Mexican restaurant']
Senor Tequila's Mexican Kitchen & Cantina,Reno,3.2,82,['Mexican restaurant']
Urban Crudos,Reno,4.7,5,['Mexican restaurant']
Santo Mezcal,Santa Barbara,3.7,1002,"['Latin American restaurant', 'Mexican restaurant']"
Buenos Grill,Reno,2.0,201,['Mexican restaurant']
Pueblo Pollo,Santa Barbara,1.9,5,['Mexican restaurant']
Milpas Taqueria,Santa Barbara,3.9,10,['Mexican restaurant']
The Spot,Carpinteria,2.6,389,['Mexican restaurant']
Uno Más Street Tacos + Spirits,Reno,2.0,123,['Mexican restaurant']
Shaker Mill,Santa Barbara,3.8,80,['Cuban restaurant']
Lupitas Mexican Restaurant,Sparks,2.5,51,['Mexican restaurant']
La Parada Restaurant,Reno,3.2,143,['Mexican restaurant']
MiCasa Too,Reno,2.3,160,['Mexican restaurant']
Chipotle Mexican Grill,Sparks,1.8,120,['Mexican restaurant']
Del Valle Grill,Goleta,3.4,38,['Mexican restaurant']
Chavelita's Cocina Mexicana,Reno,3.9,126,['Mexican restaurant']
Lili's Restaurant & Bar,Reno,3.5,647,['Mexican restaurant']
Taco Shop,Reno,3.9,150,['Mexican restaurant']
Jimboy's Tacos,Reno,1.3,52,['Mexican restaurant']
Cantina Los Tres Hombres,Sparks,2.0,96,['Mexican restaurant']
Antojitos El Sabor Latino Americano,Reno,2.2,25,['Mexican restaurant']
QDOBA Mexican Eats,Reno,2.1,62,['Mexican restaurant']
Taqueria Santa Barbara,Santa Barbara,3.9,99,['Mexican restaurant']
Taco Bell,Reno,0.9,104,['Mexican restaurant']
Chipotle Mexican Grill,Santa Barbara,0.5,102,['Mexican restaurant']
Tacos el Rey,Reno,2.7,237,['Mexican restaurant']
East Beach Tacos,Santa Barbara,3.9,867,['Mexican restaurant']
Aldertos Fresh Mexican Food,Reno,2.7,251,['Mexican restaurant']
Bouchon,Santa Barbara,3.9,1487,['Mexican restaurant']
Jimboys Tacos,Reno,1.1,45,['Mexican restaurant']
Taqueria Cuernavaca,Santa Barbara,3.7,414,['Mexican restaurant']
Mexcal,Reno,3.9,217,"['Latin American restaurant', 'Mexican restaurant']"
Antojitos Colibri,Reno,4.2,71,['Mexican restaurant']
Chipotle Mexican Grill,Reno,1.7,49,['Mexican restaurant']
Taqueria Rincon Alteno,Carpinteria,2.5,97,['Mexican restaurant']
Del Taco,Reno,1.9,43,['Mexican restaurant']
Baja Fresh Mexican Grill,Reno,2.8,107,['Mexican restaurant']
El Rincon Bohemio,Santa Barbara,2.5,88,['Mexican restaurant']
Los Agaves,Santa Barbara,3.4,829,['Mexican restaurant']
Buena Onda,Santa Barbara,4.2,422,"['Latin American restaurant', 'Argentinian restaurant']"
Cristino's Bakery,Goleta,4.2,120,['Mexican restaurant']
Taco Bell,Sparks,0.4,77,['Mexican restaurant']
Mari Chuy’s - Sparks,Sparks,3.4,63,['Mexican restaurant']
Taco Bell,Santa Barbara,1.6,28,['Mexican restaurant']
Tarzan's Tacos,Reno,4.3,14,['Mexican restaurant']
Taqueria El Bajio,Santa Barbara,3.1,253,['Mexican restaurant']
Taco John's,Reno,2.8,111,['Mexican restaurant']
Taco Bell,Sparks,0.6,58,['Mexican restaurant']
La Carreta Taqueria & Lounge,Reno,2.5,11,['Mexican restaurant']
La Cabañita,Spanish Springs,4.1,15,['Mexican restaurant']
Moreno's Mexican Bar & Grill,Sparks,2.6,75,['Mexican restaurant']
Sabor Latin Cuisine,Reno,3.8,155,"['Peruvian restaurant', 'Mexican restaurant', 'Latin American restaurant']"
Cielito Lindo Taqueria,Reno,3.4,260,['Mexican restaurant']
La Taqueria Mexico,Reno,3.7,10,['Mexican restaurant']
Los Agaves,Santa Barbara,3.8,3889,['Mexican restaurant']
Taqueria Rincon Alteno,Santa Barbara,2.6,69,['Mexican restaurant']
Pancho & Willie's Cantina,Sparks,2.6,214,['Mexican restaurant']
El Carrito,Reno,4.4,6,['Mexican restaurant']
Gloria's Gourmet Kitchen,Santa Barbara,3.8,13,['Mexican restaurant']
Kenji's,Reno,3.9,193,['Mexican restaurant']
La Posada Real Fine Mexican Food,Reno,3.1,210,['Mexican restaurant']
Rudy's Restaurant No 1,Santa Barbara,2.7,270,['Mexican restaurant']
Costa Vida Fresh Mexican Grill,Sparks,2.6,138,['Mexican restaurant']
